study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB2743	ERP000991	SAMEA1322867	ERS070270	ERX030949	ERR053901	248311	Heliconius melpomene aglaope	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053901/ERR053901_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053901/ERR053901_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053901/ERR053901_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053901/ERR053901_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-119_110408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-119_110408_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-119_110408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-119_110408_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322867	ERS070270	ERX030950	ERR053902	248311	Heliconius melpomene aglaope	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053902/ERR053902_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053902/ERR053902_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053902/ERR053902_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053902/ERR053902_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-119_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-119_110614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-119_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-119_110614_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322889	ERS070271	ERX030951	ERR053903	248311	Heliconius melpomene aglaope	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053903/ERR053903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053903/ERR053903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053903/ERR053903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053903/ERR053903_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-128_110408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-128_110408_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-128_110408_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-128_110408_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322889	ERS070271	ERX030952	ERR053904	248311	Heliconius melpomene aglaope	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053904/ERR053904_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053904/ERR053904_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053904/ERR053904_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053904/ERR053904_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-128_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-128_110614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-128_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-128_110614_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322906	ERS070272	ERX030953	ERR053905	248311	Heliconius melpomene aglaope	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053905/ERR053905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053905/ERR053905_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053905/ERR053905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053905/ERR053905_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-247_100727_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-247_100727_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-247_100727_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-247_100727_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322906	ERS070272	ERX030954	ERR053906	248311	Heliconius melpomene aglaope	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053906/ERR053906_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053906/ERR053906_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053906/ERR053906_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053906/ERR053906_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-247_100927_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-247_100927_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-247_100927_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-aglaope_09-247_100927_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322937	ERS070273	ERX030955	ERR053907	248312	Heliconius melpomene amaryllis	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053907/ERR053907_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053907/ERR053907_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053907/ERR053907_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053907/ERR053907_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-1_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-1_110408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-1_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-1_110408_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322937	ERS070273	ERX030956	ERR053908	248312	Heliconius melpomene amaryllis	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053908/ERR053908_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053908/ERR053908_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053908/ERR053908_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053908/ERR053908_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-1_110614_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-1_110614_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-1_110614_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-1_110614_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322947	ERS070274	ERX030957	ERR053909	248312	Heliconius melpomene amaryllis	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053909/ERR053909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053909/ERR053909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053909/ERR053909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053909/ERR053909_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-7_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-7_110408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-7_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-7_110408_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322947	ERS070274	ERX030958	ERR053910	248312	Heliconius melpomene amaryllis	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053910/ERR053910_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053910/ERR053910_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053910/ERR053910_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053910/ERR053910_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-7_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-7_110614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-7_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-7_110614_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322876	ERS070275	ERX030959	ERR053911	248312	Heliconius melpomene amaryllis	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053911/ERR053911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053911/ERR053911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053911/ERR053911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053911/ERR053911_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-8_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-8_110408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-8_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-8_110408_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322876	ERS070275	ERX030960	ERR053912	248312	Heliconius melpomene amaryllis	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053912/ERR053912_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053912/ERR053912_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053912/ERR053912_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053912/ERR053912_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-8_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-8_110614_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-8_110614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-8_110614_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322896	ERS070276	ERX030961	ERR053913	248312	Heliconius melpomene amaryllis	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053913/ERR053913_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053913/ERR053913_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053913/ERR053913_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053913/ERR053913_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-76_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-76_110408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-76_110408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-76_110408_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322896	ERS070276	ERX030962	ERR053914	248312	Heliconius melpomene amaryllis	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053914/ERR053914_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053914/ERR053914_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053914/ERR053914_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053914/ERR053914_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-76_110614_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-76_110614_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-76_110614_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-76_110614_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322949	ERS070277	ERX030963	ERR053915	248312	Heliconius melpomene amaryllis	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053915/ERR053915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053915/ERR053915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053915/ERR053915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053915/ERR053915_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-334_100727_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-334_100727_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-334_100727_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-334_100727_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322949	ERS070277	ERX030964	ERR053916	248312	Heliconius melpomene amaryllis	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053916/ERR053916_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053916/ERR053916_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053916/ERR053916_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053916/ERR053916_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-334_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-334_100927_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-334_100927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Melpomene-amaryllis_09-334_100927_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322920	ERS070278	ERX030965	ERR053917	884339	Heliconius numata aurora	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053917/ERR053917_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053917/ERR053917_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053917/ERR053917_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053917/ERR053917_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-aurora_09-286_100727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-aurora_09-286_100727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-aurora_09-286_100727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-aurora_09-286_100727_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322920	ERS070278	ERX030966	ERR053918	884339	Heliconius numata aurora	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053918/ERR053918_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053918/ERR053918_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053918/ERR053918_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053918/ERR053918_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-aurora_09-286_100927_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-aurora_09-286_100927_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-aurora_09-286_100927_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-aurora_09-286_100927_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322894	ERS070279	ERX030967	ERR053919	884339	Heliconius numata aurora	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053919/ERR053919_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053919/ERR053919_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053919/ERR053919_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053919/ERR053919_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-aurora_09-344_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-aurora_09-344_110602_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-aurora_09-344_110602_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-aurora_09-344_110602_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322869	ERS070280	ERX030968	ERR053920	310797	Heliconius numata bicoloratus	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053920/ERR053920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053920/ERR053920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053920/ERR053920_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053920/ERR053920_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-bicoloratus_09-367_100727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-bicoloratus_09-367_100727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-bicoloratus_09-367_100727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-bicoloratus_09-367_100727_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322869	ERS070280	ERX030969	ERR053921	310797	Heliconius numata bicoloratus	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053921/ERR053921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053921/ERR053921_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053921/ERR053921_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053921/ERR053921_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-bicoloratus_09-367_100927_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-bicoloratus_09-367_100927_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-bicoloratus_09-367_100927_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-bicoloratus_09-367_100927_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322888	ERS070281	ERX030970	ERR053922	310797	Heliconius numata bicoloratus	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053922/ERR053922_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053922/ERR053922_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053922/ERR053922_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053922/ERR053922_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-bicoloratus_09-11_110519_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-bicoloratus_09-11_110519_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-bicoloratus_09-11_110519_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-bicoloratus_09-11_110519_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322909	ERS070282	ERX030971	ERR053923	884341	Heliconius numata tarapotensis	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053923/ERR053923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053923/ERR053923_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053923/ERR053923_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053923/ERR053923_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-tarapotensis_09-3_110602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-tarapotensis_09-3_110602_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-tarapotensis_09-3_110602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-tarapotensis_09-3_110602_2.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322931	ERS070283	ERX030972	ERR053924	884341	Heliconius numata tarapotensis	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053924/ERR053924_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053924/ERR053924_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053924/ERR053924_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053924/ERR053924_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-tarapotensis_09-10_110519_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-tarapotensis_09-10_110519_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-tarapotensis_09-10_110519_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-tarapotensis_09-10_110519_1.fastq.gz		
PRJEB2743	ERP000991	SAMEA1322877	ERS070284	ERX030973	ERR053925	884346	Heliconius numata lyrcaeus	Illumina Genome Analyzer IIx	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053925/ERR053925_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053925/ERR053925_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053925/ERR053925_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR053/ERR053925/ERR053925_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-timaeus_09-4_110519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-timaeus_09-4_110519_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-timaeus_09-4_110519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA066/ERA066292/fastq/Numata-timaeus_09-4_110519_2.fastq.gz		
